Date,young,adult,senior,male,female,accept,dead,rosc,all_CA,rural,urban,PM25,NO2,PM10,O3,SO2,CO,Temp,RH,Season
2016-01-01,0,6,22,11,17,5,15,4,28,17,11,44.667065,34.90484,48.003296,6.6517067,3.9009292,497.34103,0.36402822,78.129906,Winter
2016-01-02,0,6,23,16,13,3,18,3,29,14,15,31.281197,34.506603,34.46824,4.9244413,3.5356839,495.18304,-0.42855865,92.82188,Winter
2016-01-03,1,3,24,17,11,4,18,3,28,19,9,21.029175,35.370144,23.142826,7.4494762,3.651383,431.64243,0.3454794,91.777306,Winter
2016-01-04,0,4,19,14,9,5,11,3,23,17,6,20.907598,34.756413,23.871191,7.7582736,3.7622008,421.0972,-0.63367814,94.13592,Winter
2016-01-05,0,5,21,9,17,2,20,1,26,15,11,30.231405,34.99538,33.195663,5.3591356,3.8327959,470.74994,-0.28002504,88.5596,Winter
2016-01-06,0,7,27,15,19,4,15,3,34,19,15,33.430046,31.784538,35.72463,12.635804,3.9828975,441.65942,0.2338549,79.201035,Winter
2016-01-07,0,4,20,17,7,3,13,3,24,15,9,30.943134,43.38775,33.89822,6.455439,4.0786304,474.18884,-0.08128594,74.587814,Winter
2016-01-08,2,5,28,19,16,5,24,2,35,24,11,38.737305,43.857677,41.365746,6.1644974,3.7705114,502.72073,0.600695,77.620926,Winter
2016-01-09,0,6,19,10,15,4,16,1,25,14,11,32.06965,44.26683,34.16729,3.278551,3.8268023,603.45667,2.6511972,94.54542,Winter
2016-01-10,0,11,27,21,17,3,25,2,38,25,13,20.50801,34.176464,23.488338,4.2505937,3.5188525,480.31564,3.232023,95.492584,Winter
2016-01-11,0,6,16,16,6,4,14,1,22,15,7,13.778342,34.87127,15.858883,3.779685,3.3072917,367.55917,4.3629255,96.8272,Winter
2016-01-12,0,2,22,15,9,4,17,0,24,13,11,13.198204,39.806454,17.991772,10.749373,3.447675,369.48157,3.4120693,66.43654,Winter
2016-01-13,0,7,22,20,9,4,14,3,29,19,10,8.870158,33.391582,13.455958,26.751488,3.0400288,272.2315,2.8087606,46.360123,Winter
2016-01-14,1,6,15,18,4,4,14,4,22,15,7,17.858253,43.95899,21.564398,9.017085,3.4001534,374.68362,-0.17840534,62.5045,Winter
2016-01-15,0,4,22,11,15,3,16,4,26,16,10,14.994563,33.974022,18.12373,26.317703,3.1491704,311.4921,0.58849937,48.705124,Winter
2016-01-16,0,5,19,19,5,7,10,4,24,16,8,7.3362007,27.567009,8.810725,31.745226,2.6359181,279.31793,0.8478789,35.24856,Winter
2016-01-17,0,10,19,18,11,8,14,2,29,18,11,5.0136256,15.282072,6.6412787,53.051147,1.9446156,240.19661,-0.40971982,35.29518,Winter
2016-01-18,0,7,19,17,9,5,17,1,26,17,9,14.440167,45.88857,18.40278,23.484264,3.3618295,375.84244,-3.8822274,36.494427,Winter
2016-01-19,0,4,18,11,11,3,15,1,22,12,10,33.186783,57.153675,36.83835,11.957438,3.6649587,492.1866,-4.103575,52.112934,Winter
2016-01-20,0,7,31,22,16,8,22,2,38,22,16,51.4697,65.37883,57.054924,8.305665,4.4382663,574.06586,-2.7973282,58.575077,Winter
2016-01-21,0,2,20,10,12,3,16,1,22,12,10,61.295593,66.97928,60.79676,7.0750675,4.63703,598.4232,-2.4509,64.5403,Winter
2016-01-22,0,2,15,11,6,5,10,1,17,10,7,61.527245,66.21483,67.950676,7.1605973,3.7732491,599.714,-2.848548,74.58661,Winter
2016-01-23,0,4,26,16,14,3,20,4,30,16,14,56.228283,56.41068,60.776463,11.308066,3.373998,562.67065,0.32046434,64.55843,Winter
2016-01-24,0,4,27,19,12,7,16,2,31,14,17,45.10229,54.90733,44.68234,10.586893,3.6385164,512.37823,0.8372059,56.386276,Winter
2016-01-25,0,7,24,17,14,8,19,2,31,19,12,42.878708,56.572876,50.02968,12.417955,3.9949155,477.2978,2.6096697,65.407036,Winter
2016-01-26,0,5,28,18,15,7,18,4,33,14,19,38.178326,50.984074,44.14949,11.956618,3.6468801,415.18945,3.7624917,71.56685,Winter
2016-01-27,0,5,22,13,14,4,14,4,27,14,13,35.686024,50.428886,42.113964,6.58284,3.7879252,449.12808,3.5473738,78.2937,Winter
2016-01-28,0,4,16,10,10,4,13,1,20,13,7,41.43164,51.174435,50.000843,5.266855,3.7254717,484.31555,4.6077914,84.16378,Winter
2016-01-29,0,2,27,15,14,5,17,2,29,14,15,44.63472,49.9249,51.232986,9.525247,3.4801223,453.90125,5.5796947,80.6606,Winter
2016-01-30,0,7,19,15,11,5,16,0,26,14,12,51.490536,52.17759,57.243553,4.3885007,3.1698024,479.76016,4.816089,87.30385,Winter
2016-01-31,0,3,24,12,15,6,18,1,27,15,12,24.596716,36.431248,30.668562,12.763095,3.2307715,383.68527,4.9698462,85.07665,Winter
2016-02-01,0,8,20,20,8,4,17,4,28,19,9,26.516663,37.68732,32.42509,7.0518484,3.2752244,379.83023,6.473128,72.75387,Winter
2016-02-02,0,6,12,15,3,2,12,2,18,13,5,44.34977,41.00138,58.18257,4.285238,3.2283423,459.35535,5.329909,85.62449,Winter
2016-02-03,1,8,13,13,9,6,13,0,22,13,9,26.76694,33.18216,32.10492,14.77354,3.205285,373.39087,5.3944635,80.28376,Winter
2016-02-04,0,3,24,13,14,3,21,2,27,18,9,7.4970455,33.214252,10.698504,35.062244,2.3798203,274.3164,3.7554226,41.94686,Winter
2016-02-05,0,5,23,15,13,6,18,1,28,14,14,19.956362,45.672867,23.579699,17.893177,3.0955358,363.1813,4.503969,61.374542,Winter
2016-02-06,0,10,21,18,13,11,16,4,31,20,11,35.06673,46.316986,39.619415,8.204399,2.9088092,432.7797,2.5415266,76.97919,Winter
2016-02-07,0,3,13,8,8,3,10,1,16,7,9,11.159374,30.460081,12.372823,21.539722,1.8736758,306.8004,3.2150788,95.27596,Winter
2016-02-08,1,3,19,14,9,3,17,3,23,16,7,17.48713,37.19145,19.397747,12.912987,2.423577,410.7662,4.3405104,91.97904,Winter
2016-02-09,0,5,20,14,11,3,20,1,25,18,7,21.221237,38.035587,24.118752,10.570812,2.9034734,366.85867,4.4831977,94.02527,Winter
2016-02-10,0,7,19,16,10,4,17,2,26,9,17,6.475225,30.191505,8.648115,46.038605,2.632143,246.95674,3.5173545,52.918133,Winter
2016-02-11,0,4,19,13,10,2,15,3,23,8,15,13.166496,42.48542,16.954134,30.046928,3.0912263,311.51123,1.3471369,49.12767,Winter
2016-02-12,0,9,28,21,16,7,24,0,37,21,16,20.889133,41.616398,23.715597,23.603327,3.091034,332.9502,0.93979275,75.29501,Winter
2016-02-13,0,12,20,16,16,6,16,2,32,16,16,22.934992,36.816902,25.502789,18.142368,3.1352627,373.13928,1.2163563,80.27645,Winter
2016-02-14,0,10,23,19,14,3,24,3,33,17,16,22.928476,34.53883,25.240639,13.360528,2.8533466,369.9889,1.7425585,92.69175,Winter
2016-02-15,0,3,15,12,6,2,11,1,18,9,9,19.177628,38.42147,22.33093,15.615195,2.7900434,394.16577,3.7068229,76.323456,Winter
2016-02-16,0,5,20,14,11,1,19,1,25,17,8,13.72187,37.799507,15.129365,16.972105,1.7976575,355.28058,3.9412982,85.584015,Winter
2016-02-17,0,4,27,19,12,2,22,3,31,19,12,13.081016,36.81053,14.018944,17.660055,2.0290358,342.07578,2.2293007,94.70381,Winter
2016-02-18,0,4,18,12,10,1,13,1,22,12,10,18.702454,34.333626,20.92847,16.383362,2.3478909,401.93445,3.4032562,85.34856,Winter
2016-02-19,0,6,24,19,11,3,17,4,30,14,16,19.943462,33.700157,24.029366,24.079973,2.4529927,368.88504,4.1725693,66.1335,Winter
2016-02-20,1,6,19,15,11,5,15,3,26,11,15,16.829348,33.340313,20.271126,35.736847,2.0876513,292.98132,2.6404111,49.534378,Winter
2016-02-21,0,5,26,18,13,6,20,1,31,18,13,18.233593,34.146248,22.67681,33.17174,2.4306343,310.26337,5.4964395,66.31818,Winter
2016-02-22,0,8,18,13,13,3,19,2,26,16,10,26.30926,45.45729,38.485752,13.888388,2.8818054,352.4009,6.291249,85.92328,Winter
2016-02-23,1,7,26,24,10,4,22,5,34,16,18,23.129059,38.257935,31.212708,16.452194,2.6967318,342.35266,6.966968,91.87055,Winter
2016-02-24,0,1,22,14,9,2,14,3,23,14,9,12.538878,29.604952,15.963799,34.072784,2.2979357,252.76077,5.317966,49.387177,Winter
2016-02-25,0,7,17,11,13,4,18,2,24,11,13,19.869587,35.48638,23.09865,28.684772,2.708955,304.0773,3.2360172,79.84078,Winter
2016-02-26,0,5,21,14,12,3,20,2,26,15,11,25.560766,35.086575,28.223783,19.283785,3.0126615,364.3064,2.3986866,80.22977,Winter
2016-02-27,0,4,24,17,11,5,15,4,28,21,7,12.925839,24.545973,14.508861,32.416603,2.4863603,263.4778,2.7422483,92.30061,Winter
2016-02-28,1,1,16,12,6,4,11,2,18,10,8,8.52506,20.04916,9.860749,40.82347,2.2148883,247.20016,4.894366,89.998055,Winter
2016-02-29,0,4,17,13,8,5,10,1,21,8,13,10.000703,29.181156,12.639837,34.747746,2.3807695,261.85754,5.784003,90.22111,Winter
2016-03-01,1,2,27,15,15,2,20,0,30,16,14,18.835552,32.875492,22.262186,25.934444,2.4587183,346.00494,6.197404,64.828,Spring
2016-03-02,1,4,15,15,5,6,14,0,20,10,10,27.12622,31.810444,31.608068,35.0556,2.7166586,339.49118,5.58526,70.698715,Spring
2016-03-03,0,4,14,10,8,1,14,2,18,13,5,5.511812,16.717436,6.949935,64.4913,1.9037377,226.8792,4.63367,44.20161,Spring
2016-03-04,0,3,22,12,13,1,18,3,25,15,10,10.691624,40.391,12.52131,27.049162,2.6103647,311.04285,3.0601275,49.71632,Spring
2016-03-05,0,3,21,15,9,4,12,3,24,14,10,9.139362,28.36841,9.219445,33.398216,2.313239,282.27325,1.9979392,91.40104,Spring
2016-03-06,0,4,18,16,6,4,18,0,22,15,7,18.398916,31.780228,21.651875,21.919207,2.3528836,352.63004,1.4218192,88.35029,Spring
2016-03-07,0,5,28,19,14,11,16,1,33,17,16,21.455595,37.682636,23.544374,27.05391,2.7392182,340.0195,1.0596731,69.178,Spring
2016-03-08,1,4,22,16,11,2,18,3,27,11,16,19.636938,38.849606,21.621029,30.636236,2.2626054,316.0629,1.6091037,63.089657,Spring
2016-03-09,0,7,22,19,10,3,21,2,29,23,6,17.693974,35.13006,19.77265,35.51228,2.4260223,314.41684,2.5905106,66.96592,Spring
2016-03-10,0,4,19,14,9,5,15,2,23,10,13,23.90387,42.277943,26.1776,30.366905,2.7217367,366.34088,4.5368185,61.799736,Spring
2016-03-11,0,5,19,13,11,2,15,4,24,13,11,27.918945,42.131317,31.117037,34.891903,2.2946274,346.68796,5.0149913,66.07207,Spring
2016-03-12,0,3,14,11,6,7,6,2,17,11,6,35.49453,33.860004,38.628033,40.962646,2.3109422,346.85852,6.778871,73.217354,Spring
2016-03-13,0,7,20,16,11,5,18,1,27,13,14,23.161491,23.708265,26.184465,47.554058,2.038593,312.18326,6.376633,74.40006,Spring
2016-03-14,0,6,17,19,4,6,11,6,23,12,11,22.133577,33.155647,26.001587,34.741226,2.2008958,335.50397,5.452441,73.599525,Spring
2016-03-15,0,4,21,19,6,6,17,1,25,12,13,27.95761,35.196297,31.215899,35.950348,2.5499885,345.52576,4.5962453,72.75245,Spring
2016-03-16,0,8,16,13,11,4,17,1,24,13,11,14.1394005,20.660223,15.471323,54.357967,2.1067111,266.58728,2.5129714,81.85136,Spring
2016-03-17,0,6,19,16,9,3,16,2,25,14,11,24.038559,33.70048,27.580418,40.22409,2.353572,334.07748,4.714144,69.72693,Spring
2016-03-18,0,4,17,11,10,2,14,2,21,11,10,28.206007,41.323597,33.111305,36.131905,2.84624,355.10355,6.2000566,60.080334,Spring
2016-03-19,0,3,23,16,10,4,14,4,26,17,9,29.209135,35.747627,34.04354,49.7658,3.1361122,315.37982,7.6503363,52.165653,Spring
2016-03-20,0,8,22,17,13,6,17,0,30,15,15,27.570759,23.994724,32.672195,61.762596,2.9550786,282.36865,7.711498,64.30815,Spring
2016-03-21,0,7,15,12,10,3,12,4,22,13,9,34.69318,34.475304,41.777676,46.875416,3.2879975,313.67792,8.064959,75.26283,Spring
2016-03-22,1,6,19,13,13,2,20,0,26,15,11,37.70732,29.194147,41.516113,48.35726,2.8998656,308.16638,8.295905,74.34124,Spring
2016-03-23,0,5,10,10,5,2,8,3,15,12,3,19.788012,24.503933,24.562393,53.75278,2.6004522,257.09576,7.377078,56.650963,Spring
2016-03-24,0,6,21,14,13,2,16,1,27,16,11,21.849829,34.48026,27.118742,40.590782,2.8178885,296.4824,6.2564745,52.007435,Spring
2016-03-25,0,9,20,16,13,2,15,5,29,18,11,32.551598,33.20675,37.73173,48.254917,2.840902,308.3483,6.522316,60.87284,Spring
2016-03-26,0,5,21,13,13,1,11,4,26,14,12,34.729946,30.640894,39.353237,51.003178,2.4936516,309.70282,7.7166796,63.72339,Spring
2016-03-27,0,6,22,16,12,4,18,1,28,17,11,32.445183,20.953794,35.966793,60.3519,2.373913,293.35837,7.9756885,70.82777,Spring
2016-03-28,0,5,15,10,10,2,14,1,20,9,11,21.015154,21.150661,24.26742,48.35797,2.301862,291.59592,7.215064,90.897316,Spring
2016-03-29,0,7,16,14,9,3,14,3,23,14,9,20.452404,23.979973,24.063581,44.781548,2.7054389,284.22784,9.431265,73.62116,Spring
2016-03-30,1,10,20,15,16,2,17,6,31,18,13,21.482878,35.413452,26.279789,31.308537,2.626787,289.12317,9.443841,85.25743,Spring
2016-03-31,0,1,25,14,12,5,11,5,26,15,11,26.163692,31.748587,32.061813,33.83382,2.7008142,305.49692,10.100353,84.28782,Spring
2016-04-01,0,4,20,13,11,6,14,2,24,15,9,29.564491,29.19973,37.762962,40.93717,2.4066339,268.97495,10.531271,84.99556,Spring
2016-04-02,0,4,8,5,7,3,6,1,12,7,5,31.647703,27.542894,40.81166,37.184826,2.1998181,280.34683,11.590254,80.27641,Spring
2016-04-03,0,3,16,14,5,6,10,1,19,12,7,32.45736,24.473145,40.371407,44.827934,2.687407,284.63724,12.015454,73.02732,Spring
2016-04-04,0,3,15,7,11,1,13,2,18,10,8,33.062473,25.338654,42.906353,44.782448,3.0059166,252.43068,11.051877,83.00236,Spring
2016-04-05,0,4,21,12,13,3,17,1,25,13,12,37.779865,25.741337,56.41299,39.21089,2.7376256,271.6063,11.172027,83.34694,Spring
2016-04-06,0,8,24,18,14,5,19,5,32,19,13,45.938164,32.464943,69.25142,33.789978,2.8689623,330.9929,12.319883,74.88591,Spring
2016-04-07,0,6,16,11,11,2,15,3,22,13,9,36.81442,26.475374,46.147175,48.438328,2.7150958,267.3246,12.091357,81.586395,Spring
2016-04-08,0,6,20,14,12,8,16,2,26,17,9,26.283424,23.283085,33.098106,49.2806,2.6417024,246.77429,10.425438,80.555466,Spring
2016-04-09,0,5,31,15,21,3,22,4,36,25,11,17.009655,17.957518,19.51522,56.448822,2.651789,235.69113,9.50612,84.3722,Spring
2016-04-10,0,2,18,7,13,3,14,3,20,10,10,25.353355,17.34312,29.269407,59.960148,2.8907096,247.38275,10.866481,73.401474,Spring
2016-04-11,0,6,14,13,7,4,11,0,20,12,8,19.989973,21.903835,24.47896,61.96385,2.7988472,241.88496,11.054428,67.642685,Spring
2016-04-12,0,7,16,17,6,1,18,1,23,14,9,17.05027,22.570623,20.430616,65.85839,2.6254103,233.11804,11.089945,65.0947,Spring
2016-04-13,0,7,26,19,14,6,21,2,33,19,14,23.557,23.693445,28.417707,60.523304,2.9406366,254.90906,10.955239,76.99315,Spring
2016-04-14,1,4,18,12,11,3,12,6,23,17,6,11.443058,23.311356,13.630878,55.64518,2.50835,243.53632,11.811348,61.60981,Spring
2016-04-15,0,2,21,13,10,3,14,2,23,11,12,21.127098,24.426842,24.955534,59.18348,2.926822,237.44336,10.754821,70.86941,Spring
2016-04-16,0,4,20,17,7,4,11,4,24,18,6,19.173563,21.68153,24.583616,65.64551,2.7372723,206.41211,11.647545,71.17528,Spring
2016-04-17,0,3,17,13,7,4,8,2,20,11,9,15.190976,16.593702,20.532906,61.380882,2.5791173,205.3884,11.25015,85.77413,Spring
2016-04-18,0,5,16,11,10,2,15,0,21,17,4,9.007169,16.595718,11.270134,67.281586,2.431936,192.46289,11.086003,80.38692,Spring
2016-04-19,0,1,16,10,7,2,12,0,17,9,8,10.653118,23.215101,11.705957,60.240902,2.4813726,216.09242,11.623022,57.452824,Spring
2016-04-20,0,4,18,16,6,4,10,3,22,16,6,23.947395,24.705765,27.758997,65.44025,2.6949298,224.76042,11.524939,62.074047,Spring
2016-04-21,0,3,16,11,8,1,15,2,19,10,9,28.693352,28.431362,31.665226,70.323204,2.9473882,246.37689,12.055542,60.091797,Spring
2016-04-22,0,5,26,13,18,5,22,2,31,22,9,27.009583,27.748507,32.818233,71.17678,3.1565099,247.84442,13.278291,62.06465,Spring
2016-04-23,0,5,12,12,5,2,12,1,17,8,9,21.153147,19.411552,24.257011,71.461586,3.0710917,213.56279,11.220164,88.414444,Spring
2016-04-24,0,4,16,13,7,5,14,1,20,13,7,8.233,13.059146,10.588049,63.90762,2.396316,181.60739,9.659807,57.894512,Spring
2016-04-25,1,4,25,12,18,6,19,3,30,14,16,5.956686,13.411714,7.387477,67.533005,2.00684,193.73383,6.667668,41.90249,Spring
2016-04-26,0,5,20,14,11,3,13,5,25,14,11,17.155636,25.417444,20.26676,56.91765,2.676729,224.25613,6.938667,62.102158,Spring
2016-04-27,0,7,20,17,10,4,18,3,27,17,10,8.776353,17.999722,10.207818,70.03063,2.0803678,207.20456,8.012118,51.988644,Spring
2016-04-28,1,5,17,15,8,6,13,2,23,8,15,15.829717,23.227917,18.941217,70.08026,2.1874795,222.15462,6.742043,60.24019,Spring
2016-04-29,0,5,17,12,10,1,15,3,22,15,7,23.576603,25.842007,27.037525,64.26884,1.9496456,229.22726,8.415193,70.02664,Spring
2016-04-30,0,5,23,18,10,3,14,3,28,15,13,21.171564,19.186825,22.433527,76.793945,2.014972,199.51526,9.993408,63.579273,Spring
2016-05-01,0,9,18,16,11,6,14,2,27,16,11,8.409267,16.327826,10.695528,61.72367,1.8341607,213.85083,7.081809,90.59829,Spring
2016-05-02,0,8,20,15,13,3,18,3,28,18,10,12.456222,26.844717,13.9438,38.975193,2.375195,243.89781,10.166413,74.81706,Spring
2016-05-03,0,11,15,20,6,2,17,6,26,16,10,9.2831745,20.357412,11.384309,67.425224,1.8576176,206.88065,12.806069,49.885788,Spring
2016-05-04,0,3,22,17,8,2,18,2,25,13,12,6.0081143,18.48487,7.6004453,85.50887,1.5109173,190.80367,13.2446575,33.445766,Spring
2016-05-05,0,2,22,14,10,4,13,2,24,15,9,11.120588,22.403984,12.645541,80.50237,1.4972416,196.37871,11.404682,51.978146,Spring
2016-05-06,0,9,15,8,16,1,19,1,24,13,11,23.656303,30.312355,26.9379,74.506004,1.9181846,221.66917,12.773078,57.8213,Spring
2016-05-07,0,3,19,12,10,9,10,1,22,8,14,28.419888,24.078814,29.988811,83.2809,2.1544714,205.62506,13.41038,58.707077,Spring
2016-05-08,0,8,17,11,14,6,14,0,25,16,9,23.835545,18.065798,23.742771,83.9479,2.070772,199.15575,14.114003,58.321655,Spring
2016-05-09,0,6,24,15,15,7,18,0,30,14,16,21.95054,25.61787,23.560682,56.868546,1.774084,241.76797,11.632754,87.45358,Spring
2016-05-10,0,4,13,9,8,5,6,2,17,9,8,23.175795,29.80178,27.06842,36.06046,1.897108,292.7815,12.021362,91.1539,Spring
2016-05-11,0,4,14,8,10,5,10,2,18,14,4,14.032234,24.144533,17.972153,40.753815,1.7755498,241.78061,11.344094,94.11078,Spring
2016-05-12,0,3,11,6,8,2,8,1,14,5,9,9.303062,23.641436,11.595859,46.451775,2.0554173,252.17796,10.677997,92.29374,Spring
2016-05-13,0,7,24,18,13,6,19,0,31,20,11,13.055492,27.756193,16.63028,34.42928,2.3001957,274.62,11.07895,86.843735,Spring
2016-05-14,0,5,16,10,11,3,13,3,21,14,7,13.329718,18.843895,15.9725685,55.019577,2.1913614,254.66962,13.180417,78.14007,Spring
2016-05-15,0,5,18,11,12,8,9,1,23,10,13,8.273444,11.703706,10.710414,80.55923,1.5473449,204.08063,12.628382,61.337173,Spring
2016-05-16,0,4,22,13,13,8,11,3,26,16,10,12.085265,15.609855,14.197689,74.02774,1.6846348,217.05867,10.058808,72.40239,Spring
2016-05-17,1,2,18,9,12,2,14,3,21,13,8,18.46002,21.56465,20.070871,70.91219,1.90157,242.33936,10.922504,64.4228,Spring
2016-05-18,0,4,23,15,12,2,20,2,27,18,9,24.00253,23.352219,26.121397,75.42952,2.2388537,253.96523,12.246909,64.962074,Spring
2016-05-19,0,3,17,11,9,3,14,1,20,8,12,9.398255,24.07603,11.397316,55.968636,1.8756438,235.59262,9.520782,86.33628,Spring
2016-05-20,0,6,20,11,15,0,20,2,26,18,8,11.275398,25.95911,13.249593,51.34365,1.99696,245.13034,13.266785,61.098053,Spring
2016-05-21,0,3,27,18,12,1,25,1,30,17,13,23.197283,22.65843,24.131777,78.853676,2.0413585,254.66446,15.898848,58.813423,Spring
2016-05-22,1,7,23,15,16,4,16,6,31,22,9,22.602535,17.994604,24.660566,93.373344,2.08402,242.2176,17.020998,60.444954,Spring
2016-05-23,0,4,26,15,15,10,18,0,30,20,10,10.468864,17.13165,12.210086,74.03432,1.7467146,209.64966,11.608526,80.10741,Spring
2016-05-24,0,3,20,11,12,1,17,1,23,19,4,5.601454,17.448914,7.05797,61.001064,1.8795078,208.88277,14.250099,58.158283,Spring
2016-05-25,0,8,12,14,6,4,10,3,20,12,8,11.966637,18.07599,16.514868,71.983604,2.3472703,228.80875,15.125775,60.326996,Spring
2016-05-26,0,4,16,10,10,1,17,0,20,12,8,20.506227,23.191008,25.482853,75.16432,2.3992233,244.15732,17.101994,57.810158,Spring
2016-05-27,0,5,13,11,7,3,9,2,18,15,3,35.30336,25.70627,43.050064,92.51145,2.2827046,259.49228,18.94142,57.728905,Spring
2016-05-28,0,3,11,5,9,1,8,2,14,10,4,33.570045,18.025951,46.868004,99.52562,2.2933922,242.29292,19.493462,65.12475,Spring
2016-05-29,0,5,24,18,11,6,20,2,29,19,10,18.381947,13.810694,24.918331,64.218994,2.173747,196.27826,14.180971,92.46873,Spring
2016-05-30,0,4,14,12,6,7,9,2,18,11,7,9.206441,22.212244,11.175244,40.234352,2.0565593,233.65157,13.087058,92.4825,Spring
2016-05-31,0,2,11,9,4,2,10,1,13,8,5,11.401327,22.647818,13.631781,38.699585,2.2132506,242.10742,13.062231,87.07914,Spring
2016-06-01,0,6,16,15,7,5,11,4,22,15,7,15.530354,22.078632,17.254892,49.49051,2.1762805,235.19789,13.656516,83.16455,Summer
2016-06-02,0,7,18,10,15,2,14,3,25,14,11,15.71744,15.881157,17.343655,60.288315,2.4236677,235.30539,13.892431,88.45583,Summer
2016-06-03,0,4,19,14,9,5,14,1,23,15,8,18.641201,18.240988,20.291464,60.917065,2.4530718,251.86275,14.604774,86.40456,Summer
2016-06-04,0,9,12,14,7,5,10,4,21,13,8,14.64931,15.088722,16.900286,59.627728,2.2917097,233.59126,14.281876,89.75621,Summer
2016-06-05,0,5,15,13,7,1,15,4,20,11,9,14.7171135,15.423377,17.618279,54.039097,2.5242655,237.01422,15.359621,84.731674,Summer
2016-06-06,1,2,15,9,9,1,14,2,18,11,7,17.78117,20.186754,20.93597,58.872013,2.2900572,260.48697,16.93691,78.343346,Summer
2016-06-07,1,3,15,8,11,6,11,2,19,11,8,23.8535,21.79471,27.11165,69.008606,2.4747508,267.10638,17.80844,73.79859,Summer
2016-06-08,0,2,24,14,12,4,13,5,26,16,10,22.828201,19.79392,26.292131,72.785805,2.6621742,255.5521,17.208282,78.95305,Summer
2016-06-09,0,3,16,11,8,2,17,0,19,13,6,14.841522,18.211145,17.957705,68.23643,2.5021477,247.03793,15.871234,85.30104,Summer
2016-06-10,0,5,13,11,7,8,8,1,18,8,10,19.70651,19.987709,21.883867,69.710976,2.2516408,249.03337,16.563728,74.39124,Summer
2016-06-11,0,2,15,10,7,1,12,2,17,8,9,17.952337,17.37377,20.192318,69.673805,2.4554203,235.61237,15.642882,86.182396,Summer
2016-06-12,0,5,18,15,8,4,9,2,23,15,8,15.335532,15.025808,18.78684,65.23946,2.7446723,224.7582,15.885564,81.146255,Summer
2016-06-13,0,8,14,17,5,5,13,2,22,15,7,16.345453,16.995356,19.864048,72.82073,2.9848528,244.82784,16.765816,76.55285,Summer
2016-06-14,0,0,15,8,7,3,10,0,15,8,7,10.050691,14.100234,10.892397,69.963745,2.7105145,231.67648,15.436184,85.440704,Summer
2016-06-15,0,6,12,6,12,3,11,2,18,10,8,8.852599,14.996172,10.336299,63.33365,2.6030638,217.38365,14.924027,83.13113,Summer
2016-06-16,0,4,17,9,12,4,14,3,21,13,8,10.10863,16.494,13.329679,54.389923,2.2531161,183.76387,15.652724,84.456566,Summer
2016-06-17,0,4,19,15,8,5,12,3,23,16,7,8.392063,13.313889,10.787251,63.50332,2.5664809,182.4117,14.856675,80.32176,Summer
2016-06-18,0,3,18,14,7,3,12,1,21,11,10,12.779092,15.681908,16.923447,59.96303,2.229843,201.08168,14.38597,77.42441,Summer
2016-06-19,0,3,17,12,8,1,15,2,20,13,7,12.723219,17.075125,15.3876705,51.57364,1.981833,213.27585,14.870508,74.10618,Summer
2016-06-20,0,4,16,13,7,3,13,3,20,9,11,10.48216,21.155432,12.251801,63.056545,2.0286112,210.0276,17.434465,56.968777,Summer
2016-06-21,0,4,19,10,13,2,16,4,23,15,8,26.62307,21.867699,29.531998,84.82845,2.5301144,246.19691,18.995735,63.957436,Summer
2016-06-22,1,4,13,10,8,2,9,4,18,11,7,39.680733,22.537443,42.811146,105.56444,2.371662,264.468,21.58059,61.467556,Summer
2016-06-23,0,4,14,9,9,4,14,0,18,11,7,42.584885,24.41098,48.016853,117.80275,2.0248942,286.60135,23.732866,61.653214,Summer
2016-06-24,0,3,16,11,8,2,11,1,19,13,6,45.49244,22.251728,52.3285,120.144485,2.0010903,290.58975,24.23861,69.86468,Summer
2016-06-25,0,10,14,20,4,6,15,0,24,10,14,21.996563,14.733663,26.68541,89.27605,1.7156852,226.82556,22.108461,73.73611,Summer
2016-06-26,0,5,13,12,6,6,9,0,18,10,8,14.137858,11.564019,15.981272,84.92998,1.983021,192.607,19.781216,78.96859,Summer
2016-06-27,2,5,15,10,12,5,13,4,22,13,9,9.1391535,14.810612,11.338164,74.94506,1.9323272,185.32336,20.098358,58.698605,Summer
2016-06-28,0,6,10,10,6,1,8,4,16,6,10,14.626334,16.573925,17.496513,88.1715,1.9583731,202.84218,20.049574,60.84628,Summer
2016-06-29,0,3,9,7,5,3,7,1,12,7,5,21.429298,20.04777,24.763771,96.97256,2.155493,227.22406,21.523684,59.00979,Summer
2016-06-30,0,5,13,11,7,6,11,0,18,11,7,23.318882,19.285082,26.279213,98.81813,2.582044,223.8652,20.77343,73.05129,Summer
2016-07-01,0,5,12,12,5,4,9,2,17,9,8,20.662642,18.411201,23.98815,94.63575,2.7019043,220.97609,20.814095,76.34368,Summer
2016-07-02,1,5,18,12,12,3,16,2,24,14,10,18.403168,14.816365,22.211876,83.91295,2.1456513,214.22589,20.410603,80.59566,Summer
2016-07-03,0,5,17,17,5,5,10,4,22,15,7,11.170326,12.672039,13.920426,72.20582,2.0466146,198.19617,20.944368,71.43426,Summer
2016-07-04,0,4,19,11,12,6,12,2,23,12,11,9.871103,13.881427,13.134953,70.11494,1.771275,186.30843,19.779463,74.0094,Summer
2016-07-05,0,6,16,15,7,4,14,3,22,12,10,21.14921,19.260166,26.284666,84.27903,2.5546215,230.57532,20.965702,69.14836,Summer
